uniprot_id,ncbi_id,protein_name
Q96DC9,78990,Ubiquitin thioesterase OTUB2 (EC 3.4.19.12) (Deubiquitinating enzyme OTUB2) (OTU domain-containing ubiquitin aldehyde-binding protein 2) (Otubain-2) (Ubiquitin-specific-processing protease OTUB2)
Q96DE0,131870,U8 snoRNA-decapping enzyme (EC 3.6.1.62) (IDP phosphatase) (IDPase) (EC 3.6.1.64) (Inosine diphosphate phosphatase) (Nucleoside diphosphate-linked moiety X motif 16) (Nudix motif 16) (Nudix hydrolase 16) (U8 snoRNA-binding protein H29K) (m7GpppN-mRNA hydrolase)
Q96DE5,119504,Anaphase-promoting complex subunit 16 (APC16) (Cyclosome subunit 16)
Q96DF8,8220,Splicing factor ESS-2 homolog (DiGeorge syndrome critical region 13) (DiGeorge syndrome critical region 14) (DiGeorge syndrome protein H) (DGS-H) (Protein ES2)
Q96DG6,134147,Carboxymethylenebutenolidase homolog (EC 3.1.-.-)
Q96DH6,124540,RNA-binding protein Musashi homolog 2 (Musashi-2)
Q96DI7,9410,U5 small nuclear ribonucleoprotein 40 kDa protein (U5 snRNP 40 kDa protein) (U5-40K) (38 kDa-splicing factor) (Prp8-binding protein) (hPRP8BP) (U5 snRNP-specific 40 kDa protein) (WD repeat-containing protein 57)
Q96DM3,29919,Regulator of MON1-CCZ1 complex (Colon cancer-associated protein Mic1) (Mic-1) (WD repeat-containing protein 98)
Q96DN0,121506,Endoplasmic reticulum resident protein 27 (ER protein 27) (ERp27) (Inactive protein disulfide-isomerase 27)
Q96DN2,220001,von Willebrand factor C and EGF domain-containing protein (HBV X protein up-regulated gene 11 protein) (HBxAg up-regulated gene 11 protein)
Q96DN5,93594,TBC1 domain family member 31 (WD repeat-containing protein 67)
Q96DP5,123263,"Methionyl-tRNA formyltransferase, mitochondrial (MtFMT) (EC 2.1.2.9)"
Q96DR4,134429,StAR-related lipid transfer protein 4 (START domain-containing protein 4) (StARD4)
Q96DR5,140683,"BPI fold-containing family A member 2 (Parotid secretory protein) (PSP) (Short palate, lung and nasal epithelium carcinoma-associated protein 2)"
Q96DR7,26084,Rho guanine nucleotide exchange factor 26 (SH3 domain-containing guanine exchange factor)
Q96DR8,118430,Mucin-like protein 1 (Protein BS106) (Small breast epithelial mucin)
Q96DT5,8701,Dynein axonemal heavy chain 11 (Axonemal beta dynein heavy chain 11) (Ciliary dynein heavy chain 11)
Q96DT6,84938,Cysteine protease ATG4C (EC 3.4.22.-) (AUT-like 3 cysteine endopeptidase) (Autophagy-related cysteine endopeptidase 3) (Autophagin-3) (Autophagy-related protein 4 homolog C) (HsAPG4C)
Q96DT7,65986,Zinc finger and BTB domain-containing protein 10 (Zinc finger protein RIN ZF)
Q96DU3,114836,SLAM family member 6 (Activating NK receptor) (NK-T-B-antigen) (NTB-A) (CD antigen CD352)
Q96DU7,80271,"Inositol-trisphosphate 3-kinase C (EC 2.7.1.127) (Inositol 1,4,5-trisphosphate 3-kinase C) (IP3 3-kinase C) (IP3K C) (InsP 3-kinase C)"
Q96DV4,64978,"Large ribosomal subunit protein mL38 (39S ribosomal protein L38, mitochondrial) (L38mt) (MRP-L38)"
Q96DW6,54977,Mitochondrial glycine transporter (Appoptosin) (Mitochondrial glycine transporter GlyC) (Solute carrier family 25 member 38)
Q96DX5,140462,Ankyrin repeat and SOCS box protein 9 (ASB-9)
Q96DX7,54765,Tripartite motif-containing protein 44 (Protein DIPB)
Q96DX8,64108,Receptor-transporting protein 4 (28 kDa interferon-responsive protein) (3CxxC-type zinc finger protein 4)
Q96DZ1,27248,Endoplasmic reticulum lectin 1 (ER lectin) (Erlectin) (XTP3-transactivated gene B protein)
Q96DZ5,25999,CAP-Gly domain-containing linker protein 3 (Cytoplasmic linker protein 170-related 59 kDa protein) (CLIP-170-related 59 kDa protein) (CLIPR-59)
Q96DZ7,116211,Transmembrane 4 L6 family member 19 (Osteoclast maturation-associated gene 4 protein) (Tetraspan membrane protein OCTM4)
Q96DZ9,116173,CKLF-like MARVEL transmembrane domain-containing protein 5 (Chemokine-like factor superfamily member 5)
Q96E09,116224,PPP2R1A-PPP2R2A-interacting phosphatase regulator 1 (PABIR family member 1)
Q96E11,92399,"Ribosome-recycling factor, mitochondrial (RRF) (mtRRF) (Ribosome-releasing factor, mitochondrial)"
Q96E14,116028,RecQ-mediated genome instability protein 2 (hRMI2) (BLM-associated protein of 18 kDa) (BLAP18)
Q96E17,115827,Ras-related protein Rab-3C
Q96E22,116150,Dehydrodolichyl diphosphate synthase complex subunit NUS1 (EC 2.5.1.87) (Cis-prenyltransferase subunit NgBR) (Nogo-B receptor) (NgBR) (Nuclear undecaprenyl pyrophosphate synthase 1 homolog)
Q96E29,51001,"Transcription termination factor 3, mitochondrial (Mitochondrial transcription termination factor 3) (mTERF3) (mTERF domain-containing protein 1, mitochondrial)"
Q96E35,116225,Zinc finger MYND domain-containing protein 19 (Melanin-concentrating hormone receptor 1-interacting zinc finger protein) (MCH-R1-interacting zinc finger protein)
Q96E40,11092,Sperm acrosome-associated protein 9
Q96E52,115209,"Metalloendopeptidase OMA1, mitochondrial (EC 3.4.24.-) (Metalloprotease-related protein 1) (MPRP-1) (Overlapping with the m-AAA protease 1 homolog)"
Q96E93,10219,Killer cell lectin-like receptor subfamily G member 1 (C-type lectin domain family 15 member A) (ITIM-containing receptor MAFA-L) (MAFA-like receptor) (Mast cell function-associated antigen)
Q96EA4,54908,Protein Spindly (hSpindly) (Arsenite-related gene 1 protein) (Coiled-coil domain-containing protein 99) (Rhabdomyosarcoma antigen MU-RMS-40.4A) (Spindle apparatus coiled-coil domain-containing protein 1)
Q96EB1,26610,Elongator complex protein 4 (hELP4) (PAX6 neighbor gene protein)
Q96EB6,23411,NAD-dependent protein deacetylase sirtuin-1 (hSIRT1) (EC 2.3.1.286) (NAD-dependent protein deacylase sirtuin-1) (EC 2.3.1.-) (Regulatory protein SIR2 homolog 1) (SIR2-like protein 1) (hSIR2) [Cleaved into: SirtT1 75 kDa fragment (75SirT1)]
Q96EC8,286451,Protein YIPF6 (YIP1 family member 6)
Q96ED9,29911,Protein Hook homolog 2 (h-hook2) (hHK2)
Q96EE3,81929,Nucleoporin SEH1 (GATOR2 complex protein SEH1) (Nup107-160 subcomplex subunit SEH1) (SEC13-like protein)
Q96EF0,55613,"Myotubularin-related protein 8 (Phosphatidylinositol-3,5-bisphosphate 3-phosphatase) (EC 3.1.3.95) (Phosphatidylinositol-3-phosphate phosphatase) (EC 3.1.3.64)"
Q96EF6,115290,F-box only protein 17 (F-box only protein 26)
Q96EG1,22901,Arylsulfatase G (ASG) (EC 3.1.6.1) (N-sulfoglucosamine-3-sulfatase) (EC 3.1.6.15)
Q96EG3,116412,Zinc finger protein 837
Q96EH3,115416,Mitochondrial assembly of ribosomal large subunit protein 1
Q96EK4,57215,THAP domain-containing protein 11
Q96EK5,26128,KIF-binding protein (KIF1-binding protein) (Kinesin family binding protein)
Q96EK6,64841,Glucosamine 6-phosphate N-acetyltransferase (EC 2.3.1.4) (Phosphoglucosamine acetylase) (Phosphoglucosamine transacetylase)
Q96EL1,389119,PAK4-inhibitor INKA1 (Induced in neural crest by AP2-alpha protein homolog) (Inca) (Inka-box actin regulator 1)
Q96EL3,116540,"Large ribosomal subunit protein mL53 (39S ribosomal protein L53, mitochondrial) (L53mt) (MRP-L53)"
Q96EM0,112849,Trans-3-hydroxy-L-proline dehydratase (EC 4.2.1.77) (Trans-L-3-hydroxyproline dehydratase)
Q96EN8,55034,Molybdenum cofactor sulfurase (MCS) (MOS) (MoCo sulfurase) (hMCS) (EC 2.8.1.9) (Molybdenum cofactor sulfurtransferase)
Q96EP0,55072,E3 ubiquitin-protein ligase RNF31 (EC 2.3.2.31) (HOIL-1-interacting protein) (HOIP) (RING finger protein 31) (RING-type E3 ubiquitin transferase RNF31) (Zinc in-between-RING-finger ubiquitin-associated domain protein)
Q96EP1,55743,E3 ubiquitin-protein ligase CHFR (EC 2.3.2.27) (Checkpoint with forkhead and RING finger domains protein) (RING finger protein 196) (RING-type E3 ubiquitin transferase CHFR)
Q96EP5,26528,DAZ-associated protein 1 (Deleted in azoospermia-associated protein 1)
Q96EP9,201780,Sodium/bile acid cotransporter 4 (Na(+)/bile acid cotransporter 4) (Solute carrier family 10 member 4)
Q96EQ0,54557,Small glutamine-rich tetratricopeptide repeat-containing protein beta (Beta-SGT) (Small glutamine-rich protein with tetratricopeptide repeats 2)
Q96EQ8,54941,E3 ubiquitin-protein ligase RNF125 (EC 2.3.2.27) (RING finger protein 125) (T-cell RING activation protein 1) (TRAC-1)
Q96ER9,79714,Mitochondrial potassium channel (MITOK) (Coiled-coil domain-containing protein 51)
Q96ES7,112869,SAGA-associated factor 29 (Coiled-coil domain-containing protein 101) (SAGA complex-associated factor 29)
Q96EU6,88745,Ribosomal RNA processing protein 36 homolog
Q96EU7,29071,"C1GALT1-specific chaperone 1 (C38H2-like protein 1) (C38H2-L1) (Core 1 beta1,3-galactosyltransferase 2) (C1Gal-T2) (C1GalT2) (Core 1 beta3-Gal-T2) (Core 1 beta3-galactosyltransferase-specific molecular chaperone)"
Q96EW2,79663,HSPB1-associated protein 1 (27 kDa heat shock protein-associated protein 1) (Protein associated with small stress protein 1)
Q96EX2,84900,E3 ubiquitin-protein ligase RNFT2 (RING finger and transmembrane domain-containing protein 2) (Transmembrane protein 118)
Q96EX3,89891,Cytoplasmic dynein 2 intermediate chain 2 (Dynein 2 intermediate chain 2) (WD repeat-containing protein 34)
Q96EY1,9093,"DnaJ homolog subfamily A member 3, mitochondrial (DnaJ protein Tid-1) (hTid-1) (Hepatocellular carcinoma-associated antigen 57) (Tumorous imaginal discs protein Tid56 homolog)"
Q96EY4,55319,Translation machinery-associated protein 16
Q96EY5,93343,Multivesicular body subunit 12A (CIN85/CD2AP family-binding protein) (ESCRT-I complex subunit MVB12A) (Protein FAM125A)
Q96EY7,55037,"Small ribosomal subunit protein mS39 (28S ribosomal protein S39, mitochondrial) (MRP-S39) (Pentatricopeptide repeat domain-containing protein 3, mitochondrial) (Transformation-related gene 15 protein) (TRG-15)"
Q96EY8,326625,Corrinoid adenosyltransferase MMAB (EC 2.5.1.-) (ATP:co(I)rrinoid adenosyltransferase MMAB) (Methylmalonic aciduria type B protein)
Q96EZ8,10445,Microspherule protein 1 (58 kDa microspherule protein) (Cell cycle-regulated factor p78) (INO80 complex subunit J) (MCRS2)
Q96F05,53838,Uncharacterized protein C11orf24 (Protein DM4E3)
Q96F07,26999,Cytoplasmic FMR1-interacting protein 2 (p53-inducible protein 121)
Q96F10,112483,Thialysine N-epsilon-acetyltransferase (EC 2.3.1.-) (Diamine acetyltransferase 2) (EC 2.3.1.57) (Spermidine/spermine N(1)-acetyltransferase 2) (SSAT-2)
Q96F15,55340,GTPase IMAP family member 5 (Immune-associated nucleotide-binding protein 5) (Immunity-associated nucleotide 4-like 1 protein) (Immunity-associated nucleotide 5 protein) (IAN-5) (hIAN5) (Immunity-associated protein 3)
Q96F24,29982,Nuclear receptor-binding factor 2 (NRBF-2) (Comodulator of PPAR and RXR)
Q96F25,199857,UDP-N-acetylglucosamine transferase subunit ALG14 homolog
Q96F44,81559,E3 ubiquitin-protein ligase TRIM11 (EC 2.3.2.27) (Protein BIA1) (RING finger protein 92) (Tripartite motif-containing protein 11)
Q96F45,84858,Zinc finger protein 503
Q96F46,23765,Interleukin-17 receptor A (IL-17 receptor A) (IL-17RA) (CDw217) (CD antigen CD217)
Q96F81,84976,Protein dispatched homolog 1
Q96F85,25927,CB1 cannabinoid receptor-interacting protein 1 (CRIP-1)
Q96F86,80153,Enhancer of mRNA-decapping protein 3 (LSM16 homolog) (YjeF N-terminal domain-containing protein 2) (YjeF_N2) (hYjeF_N2) (YjeF domain-containing protein 1)
Q96FA3,57162,E3 ubiquitin-protein ligase pellino homolog 1 (Pellino-1) (EC 2.3.2.27) (Pellino-related intracellular-signaling molecule) (RING-type E3 ubiquitin transferase pellino homolog 1)
Q96FC9,1663,ATP-dependent DNA helicase DDX11 (EC 3.6.4.12) (CHL1-related protein 1) (hCHLR1) (DEAD/H-box protein 11) (Keratinocyte growth factor-regulated gene 2 protein) (KRG-2)
Q96FE5,84894,Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1 (Leucine-rich repeat and immunoglobulin domain-containing protein 1) (Leucine-rich repeat neuronal protein 1) (Leucine-rich repeat neuronal protein 6A)
Q96FE7,113791,Phosphoinositide-3-kinase-interacting protein 1 (PI3K-interacting protein 1) (Kringle domain-containing protein HGFL)
Q96FF9,113130,Sororin (Cell division cycle-associated protein 5) (p35)
Q96FG2,84173,ELMO domain-containing protein 3 (RNA-binding motif and ELMO domain-containing protein 1) (RNA-binding motif protein 29) (RNA-binding protein 29)
Q96FI4,79661,Endonuclease 8-like 1 (EC 3.2.2.-) (EC 4.2.99.18) (DNA glycosylase/AP lyase Neil1) (DNA-(apurinic or apyrimidinic site) lyase Neil1) (Endonuclease VIII-like 1) (FPG1) (Nei homolog 1) (NEH1) (Nei-like protein 1)
Q96FJ0,57559,AMSH-like protease (AMSH-LP) (EC 3.4.19.-) (STAM-binding protein-like 1)
Q96FJ2,140735,"Dynein light chain 2, cytoplasmic (8 kDa dynein light chain b) (DLC8b) (Dynein light chain LC8-type 2)"
Q96FL8,55244,Multidrug and toxin extrusion protein 1 (MATE-1) (hMATE-1) (Solute carrier family 47 member 1)
Q96FL9,79623,Polypeptide N-acetylgalactosaminyltransferase 14 (EC 2.4.1.41) (Polypeptide GalNAc transferase 14) (GalNAc-T14) (pp-GaNTase 14) (Protein-UDP acetylgalactosaminyltransferase 14) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 14)
Q96FM1,93210,Post-GPI attachment to proteins factor 3 (COS16 homolog) (hCOS16) (Gene coamplified with ERBB2 protein) (PER1-like domain-containing protein 1)
Q96FN4,221184,Copine-2 (Copine II)
Q96FQ6,140576,Protein S100-A16 (Aging-associated gene 13 protein) (Protein S100-F) (S100 calcium-binding protein A16)
Q96FS4,6494,Signal-induced proliferation-associated protein 1 (Sipa-1) (GTPase-activating protein Spa-1) (p130 SPA-1)
Q96FT7,55515,"Acid-sensing ion channel 4 (ASIC4) (Amiloride-sensitive cation channel 4) (Amiloride-sensitive cation channel 4, pituitary)"
Q96FT9,112752,Intraflagellar transport protein 43 homolog
Q96FV9,9984,THO complex subunit 1 (Tho1) (Nuclear matrix protein p84) (p84N5) (hTREX84)
Q96FW1,55611,Ubiquitin thioesterase OTUB1 (EC 3.4.19.12) (Deubiquitinating enzyme OTUB1) (OTU domain-containing ubiquitin aldehyde-binding protein 1) (Otubain-1) (hOTU1) (Ubiquitin-specific-processing protease OTUB1)
Q96FX2,285381,Diphthamide biosynthesis protein 3 (CSL-type zinc finger-containing protein 2) (DelGEF-interacting protein 1) (DelGIP1)
Q96FX7,115708,tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A (EC 2.1.1.220) (mRNA methyladenosine-N(1)-methyltransferase catalytic subunit TRMT61A) (EC 2.1.1.-) (tRNA(m1A58)-methyltransferase subunit TRMT61A) (tRNA(m1A58)MTase subunit TRMT61A)
Q96FX8,64065,p53 apoptosis effector related to PMP-22 (Keratinocyte-associated protein 1) (KCP-1) (P53-induced protein PIGPC1) (Transmembrane protein THW)
Q96FZ2,56941,Abasic site processing protein HMCES (Embryonic stem cell-specific 5-hydroxymethylcytosine-binding protein) (ES cell-specific 5hmC-binding protein) (Peptidase HMCES) (EC 3.4.-.-) (SRAP domain-containing protein 1)
Q96FZ5,112616,CKLF-like MARVEL transmembrane domain-containing protein 7 (Chemokine-like factor superfamily member 7)
Q96FZ7,79643,Charged multivesicular body protein 6 (Chromatin-modifying protein 6) (Vacuolar protein sorting-associated protein 20) (Vps20) (hVps20)
Q96G01,636,Protein bicaudal D homolog 1 (Bic-D 1)
Q96G03,55276,Phosphopentomutase (EC 5.4.2.7) (Glucose phosphomutase 2) (Phosphodeoxyribomutase) (Phosphoglucomutase-2) (EC 5.4.2.2)
Q96G04,196483,Protein-lysine N-methyltransferase EEF2KMT (EC 2.1.1.-) (eEF2-lysine methyltransferase) (eEF2-KMT)
Q96G21,92856,U3 small nucleolar ribonucleoprotein protein IMP4 (U3 snoRNP protein IMP4) (Brix domain-containing protein 4)
Q96G23,29956,Ceramide synthase 2 (CerS2) (LAG1 longevity assurance homolog 2) (SP260) (Sphingosine N-acyltransferase CERS2) (EC 2.3.1.24) (Tumor metastasis-suppressor gene 1 protein) (Very-long-chain ceramide synthase CERS2) (EC 2.3.1.297)
Q96G25,112950,Mediator of RNA polymerase II transcription subunit 8 (Activator-recruited cofactor 32 kDa component) (ARC32) (Mediator complex subunit 8)
Q96G28,112942,Cilia- and flagella-associated protein 36 (Coiled-coil domain-containing protein 104)
Q96G30,112609,Melanocortin-2 receptor accessory protein 2 (MC2R accessory protein 2)
Q96G42,113730,Kelch domain-containing protein 7B
Q96G46,56931,tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like (EC 1.3.1.89) (mRNA-dihydrouridine synthase DUS3L) (EC 1.3.1.-) (tRNA-dihydrouridine synthase 3-like)
Q96G61,55190,"Diphosphoinositol polyphosphate phosphohydrolase 3-beta (DIPP-3-beta) (DIPP3-beta) (hDIPP3beta) (EC 3.6.1.52) (Diadenosine 5',5'''-P1,P6-hexaphosphate hydrolase 3-beta) (Diadenosine hexaphosphate hydrolase (AMP-forming)) (EC 3.6.1.60) (Nucleoside diphosphate-linked moiety X motif 11) (Nudix motif 11) (hAps1)"
Q96G74,55593,OTU domain-containing protein 5 (EC 3.4.19.12) (Deubiquitinating enzyme A) (DUBA)
Q96G75,64777,E3 ubiquitin-protein transferase RMND5B (EC 2.3.2.27) (Protein RMD5 homolog B)
Q96G79,113829,Probable UDP-sugar transporter protein SLC35A4 (Solute carrier family 35 member A4)
Q96G91,5032,P2Y purinoceptor 11 (P2Y11)
Q96G97,26580,Seipin (Bernardinelli-Seip congenital lipodystrophy type 2 protein)
Q96GA7,113675,Serine dehydratase-like (L-serine deaminase) (L-serine dehydratase/L-threonine deaminase) (L-threonine dehydratase) (TDH) (EC 4.3.1.19) (Serine dehydratase 2) (SDH 2) (EC 4.3.1.17)
Q96GC6,10782,Neurotrophin receptor-interacting factor homolog (Zinc finger protein 274) (Zinc finger protein HFB101) (Zinc finger protein with KRAB and SCAN domains 19) (Zinc finger protein zfp2) (Zf2)
Q96GC9,81671,Vacuole membrane protein 1 (Transmembrane protein 49)
Q96GD0,57026,Chronophin (EC 3.1.3.16) (EC 3.1.3.74) (Pyridoxal phosphate phosphatase) (PLP phosphatase)
Q96GD3,22955,Polycomb protein SCMH1 (Sex comb on midleg homolog 1)
Q96GD4,9212,Aurora kinase B (EC 2.7.11.1) (Aurora 1) (Aurora- and IPL1-like midbody-associated protein 1) (AIM-1) (Aurora/IPL1-related kinase 2) (ARK-2) (Aurora-related kinase 2) (STK-1) (Serine/threonine-protein kinase 12) (Serine/threonine-protein kinase 5) (Serine/threonine-protein kinase aurora-B)
Q96GE4,90799,Centrosomal protein of 95 kDa (Cep95) (Coiled-coil domain-containing protein 45)
Q96GF1,91445,E3 ubiquitin-protein ligase RNF185 (EC 2.3.2.27) (RING finger protein 185)
Q96GG9,54165,DCN1-like protein 1 (DCNL1) (DCUN1 domain-containing protein 1) (Defective in cullin neddylation protein 1-like protein 1) (Squamous cell carcinoma-related oncogene)
Q96GJ1,79979,tRNA (uracil-5-)-methyltransferase homolog B (EC 2.1.1.35) (TRM2 homolog B) (rRNA (uracil-5-)-methyltransferase TRMT2B) (EC 2.1.1.-)
Q96GL9,148753,Protein FAM163A (Cebelin) (Neuroblastoma-derived secretory protein)
Q96GM1,64748,Phospholipid phosphatase-related protein type 2 (Inactive phospholipid phosphatase PLPPR2) (Lipid phosphate phosphatase-related protein type 2) (Plasticity-related gene 4 protein) (PRG-4)
Q96GM5,6602,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1 (60 kDa BRG-1/Brm-associated factor subunit A) (BRG1-associated factor 60A) (BAF60A) (SWI/SNF complex 60 kDa subunit)
Q96GM8,114034,Target of EGR1 protein 1
Q96GN5,55536,Cell division cycle-associated 7-like protein (Protein JPO2) (Transcription factor RAM2)
Q96GP6,91179,Scavenger receptor class F member 2 (SRECRP-1) (Scavenger receptor expressed by endothelial cells 2 protein) (SREC-II)
Q96GQ5,64755,RUS family member 1
Q96GQ7,55661,Probable ATP-dependent RNA helicase DDX27 (EC 3.6.4.13) (DEAD box protein 27)
Q96GR2,23205,Long-chain-fatty-acid--CoA ligase ACSBG1 (EC 6.2.1.3) (Acyl-CoA synthetase bubblegum family member 1) (hBG1) (hsBG) (hsBGM) (Lipidosin)
Q96GR4,84885,Palmitoyltransferase ZDHHC12 (EC 2.3.1.225) (DHHC domain-containing cysteine-rich protein 12) (DHHC-12) (Zinc finger DHHC domain-containing protein 12) (Zinc finger protein 400)
Q96GS4,54785,BLOC-1-related complex subunit 6 (Lysosome-dispersing protein) (Lyspersin)
Q96GS6,81926,Alpha/beta hydrolase domain-containing protein 17A (Abhydrolase domain-containing protein 17A) (EC 3.1.2.22)
Q96GV9,90355,Macrophage immunometabolism regulator
Q96GW7,63827,Brevican core protein (Brain-enriched hyaluronan-binding protein) (BEHAB) (Chondroitin sulfate proteoglycan 7)
Q96GW9,92935,"Methionine--tRNA ligase, mitochondrial (EC 6.1.1.10) (Methionyl-tRNA synthetase 2) (Mitochondrial methionyl-tRNA synthetase) (MtMetRS)"
Q96GX1,79867,Tectonic-2
Q96GX5,84930,Serine/threonine-protein kinase greatwall (GW) (GWL) (hGWL) (EC 2.7.11.1) (Microtubule-associated serine/threonine-protein kinase-like) (MAST-L)
Q96GX9,51074,Methylthioribulose-1-phosphate dehydratase (MTRu-1-P dehydratase) (EC 4.2.1.109) (APAF1-interacting protein) (hAPIP)
Q96GY3,55957,Protein lin-37 homolog (Antolefinin)
Q96GZ6,54946,Solute carrier family 41 member 3
Q96H15,91937,T-cell immunoglobulin and mucin domain-containing protein 4 (TIMD-4) (T-cell immunoglobulin mucin receptor 4) (TIM-4) (T-cell membrane protein 4)
Q96H20,11267,Vacuolar-sorting protein SNF8 (ELL-associated protein of 30 kDa) (ESCRT-II complex subunit VPS22) (hVps22)
Q96H22,55839,Centromere protein N (CENP-N) (Interphase centromere complex protein 32)
Q96H55,80179,Unconventional myosin-XIX (Myosin head domain-containing protein 1)
Q96H72,91252,Zinc transporter ZIP13 (LIV-1 subfamily of ZIP zinc transporter 9) (LZT-Hs9) (Solute carrier family 39 member 13) (Zrt- and Irt-like protein 13) (ZIP-13)
Q96H86,92595,Zinc finger protein 764
Q96H96,27235,"4-hydroxybenzoate polyprenyltransferase, mitochondrial (4-HB polyprenyltransferase) (EC 2.5.1.39) (4-hydroxybenzoate decaprenyltransferase) (COQ2 homolog) (hCOQ2) (Para-hydroxybenzoate--polyprenyltransferase) (PHB:PPT) (PHB:polyprenyltransferase)"
Q96HA1,9883,Nuclear envelope pore membrane protein POM 121 (Nuclear envelope pore membrane protein POM 121A) (Nucleoporin Nup121) (Pore membrane protein of 121 kDa)
Q96HA7,4796,Tonsoku-like protein (Inhibitor of kappa B-related protein) (I-kappa-B-related protein) (IkappaBR) (NF-kappa-B inhibitor-like protein 2) (Nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor-like 2)
Q96HA8,55093,Protein N-terminal glutamine amidohydrolase (EC 3.5.1.122) (Protein NH2-terminal glutamine deamidase) (N-terminal Gln amidase) (Nt(Q)-amidase) (WDYHV motif-containing protein 1)
Q96HA9,92960,Peroxisomal membrane protein 11C (Peroxin-11C) (Peroxisomal biogenesis factor 11C) (Protein PEX11 homolog gamma) (PEX11-gamma)
Q96HB5,90060,Coiled-coil domain-containing protein 120
Q96HC4,10611,PDZ and LIM domain protein 5 (Enigma homolog) (Enigma-like PDZ and LIM domains protein)
Q96HD1,78987,Protein disulfide isomerase CRELD1 (EC 5.3.4.1) (Cysteine-rich with EGF-like domain protein 1)
Q96HD9,91703,N-acyl-aromatic-L-amino acid amidohydrolase (carboxylate-forming) (EC 3.5.1.114) (Acylase III) (Aminoacylase-3) (ACY-3) (Aspartoacylase-2) (Hepatitis C virus core-binding protein 1) (HCBP1) (HCV core-binding protein 1)
Q96HE7,30001,ERO1-like protein alpha (ERO1-L) (ERO1-L-alpha) (EC 1.8.4.-) (Endoplasmic oxidoreductin-1-like protein) (Endoplasmic reticulum oxidoreductase alpha) (Oxidoreductin-1-L-alpha)
Q96HE8,283232,Transmembrane protein 80
Q96HH6,55266,Transmembrane protein 19
Q96HH9,65983,GRAM domain-containing protein 2B (HCV NS3-transactivated protein 2)
Q96HI0,205564,Sentrin-specific protease 5 (EC 3.4.22.-) (Sentrin/SUMO-specific protease SENP5)
Q96HJ3,91057,Coiled-coil domain-containing protein 34 (Renal carcinoma antigen NY-REN-41)
Q96HJ5,932,Membrane-spanning 4-domains subfamily A member 3 (CD20 antigen-like protein) (Hematopoietic-specific transmembrane protein 4) (HTm4)
Q96HN2,23382,Adenosylhomocysteinase 3 (AdoHcyase 3) (EC 3.13.2.1) (IP(3)Rs binding protein released with IP(3) 2) (IRBIT2) (Long-IRBIT) (S-adenosyl-L-homocysteine hydrolase 3) (S-adenosylhomocysteine hydrolase-like protein 2)
Q96HP0,57572,Dedicator of cytokinesis protein 6
Q96HP8,55365,Transmembrane protein 176A (Hepatocellular carcinoma-associated antigen 112)
Q96HR3,90390,Mediator of RNA polymerase II transcription subunit 30 (Mediator complex subunit 30) (TRAP/Mediator complex component TRAP25) (Thyroid hormone receptor-associated protein 6) (Thyroid hormone receptor-associated protein complex 25 kDa component) (Trap25)
Q96HR8,92345,H/ACA ribonucleoprotein complex non-core subunit NAF1 (hNAF1)
Q96HR9,92840,Receptor expression-enhancing protein 6 (Polyposis locus protein 1-like 1)
Q96HS1,192111,"Serine/threonine-protein phosphatase PGAM5, mitochondrial (EC 3.1.3.16) (Bcl-XL-binding protein v68) (Phosphoglycerate mutase family member 5)"
Q96HT8,114932,MORF4 family-associated protein 1-like 1
Q96HU1,27352,Small G protein signaling modulator 3 (Merlin-associated protein) (RUN and TBC1 domain-containing protein 3) (Rab-GTPase-activating protein-like protein) (RabGAPLP)
Q96HW7,92105,Integrator complex subunit 4 (Int4)
Q96HY6,65992,DDRGK domain-containing protein 1 (Dashurin) (UFM1-binding and PCI domain-containing protein 1)
Q96HY7,55526,"2-oxoadipate dehydrogenase complex component E1 (E1a) (OADC-E1) (OADH-E1) (EC 1.2.4.-) (2-oxoadipate dehydrogenase, mitochondrial) (Alpha-ketoadipate dehydrogenase) (Alpha-KADH-E1) (Dehydrogenase E1 and transketolase domain-containing protein 1) (Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial)"
Q96HZ4,55502,Transcription cofactor HES-6 (C-HAIRY1) (Class B basic helix-loop-helix protein 41) (bHLHb41) (Hairy and enhancer of split 6)
Q96I15,51540,Selenocysteine lyase (hSCL) (EC 4.4.1.16)
Q96I24,8939,Far upstream element-binding protein 3 (FUSE-binding protein 3)
Q96I25,84991,Splicing factor 45 (45 kDa-splicing factor) (RNA-binding motif protein 17)
Q96I27,90589,Zinc finger protein 625
Q96I34,84988,Protein phosphatase 1 regulatory subunit 16A (Myosin phosphatase-targeting subunit 3)
Q96I51,81554,RCC1-like G exchanging factor-like protein (RCC1-like) (Williams-Beuren syndrome chromosomal region 16 protein)
Q96I59,79731,"Probable asparagine--tRNA ligase, mitochondrial (EC 6.1.1.22) (Asparaginyl-tRNA synthetase) (AsnRS)"
Q96I76,63906,G patch domain-containing protein 3
